ID,Organization,Organization Type,Training Date,Address,City,State,Zip Code,Longitude,Latitude,Number Trained,Project Type,Taining Topic
,Simpatico Cielo Vista Senior Living,Senior Center,4/16/2025,7949 Sunmount Dr.,El Paso,TX,79925,-106.3840653,31.78115684,10,,Cybersecurity
,Simpatico Cielo Vista Senior Living,Senior Center,4/16/2025,7949 Sunmount Dr.,El Paso,TX,79925,-106.3840653,31.78115684,10,,Video Conferencing
,Aria Recovery Center - Female,Rehabilitation Center,4/18/2025,259 Old Flemingsburg Rd,Morehead,KY,40351,-83.44296786,38.17919957,31,,Internet Basics
,Aria Recovery Center - Female,Rehabilitation Center,4/18/2025,259 Old Flemingsburg Rd,Morehead,KY,40351,-83.44296786,38.17919957,31,,Cybersecurity
,Community Health Recreation and Wellness Center,Community Center,4/21/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,9,,Computer Basics Windows 10
,Community Health Recreation and Wellness Center,Community Center,4/21/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,9,,Internet Basics
,Community Health Recreation and Wellness Center,Community Center,4/21/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,9,,Email Basics
,Chrysalis House PHP - Phase 3,Rehabilitation Center,4/22/2025,1382 Bull Lea Road,Lexington,KY,40511,-84.497938,38.0846616,8,,Internet Basics
,Chrysalis House PHP - Phase 3,Rehabilitation Center,4/22/2025,1382 Bull Lea Road,Lexington,KY,40511,-84.497938,38.0846616,8,,Cybersecurity
,Community Health Recreation and Wellness Center,Community Center,4/22/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,18,,Cybersecurity
,Community Health Recreation and Wellness Center,Community Center,4/22/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,14,,Video Conferencing
,Community Health Recreation and Wellness Center,Community Center,4/22/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,5,,Mobile Device Basics (iOS)
,Community Health Recreation and Wellness Center,Community Center,4/22/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,3,,Mobile Device Basics (Android)
,Community Health Recreation and Wellness Center,Community Center,4/22/2025,3748 N Lincoln Blvd,Oklahoma City,OK,73105,-97.50309688,35.50930676,1,,Open Lab Workshop
,Culberson County Nutrition Center,Non-Profit,4/23/2025,1206 W Broadway St.,VanHorn,TX,79855,-104.8452413,31.03867373,11,,Cybersecurity
,Culberson County Nutrition Center,Non-Profit,4/23/2025,1206 W Broadway St.,VanHorn,TX,79855,-104.8452413,31.03867373,3,,Email Basics
,Culberson County Nutrition Center,Non-Profit,4/23/2025,1206 W Broadway St.,VanHorn,TX,79855,-104.8452413,31.03867373,3,,Open Lab Workshop
,Culberson County Nutrition Center,Non-Profit,4/23/2025,1206 W Broadway St.,VanHorn,TX,79855,-104.8452413,31.03867373,3,,Video Conferencing
,Culberson County Nutrition Center,Non-Profit,4/23/2025,1206 W Broadway St.,VanHorn,TX,79855,-104.8452413,31.03867373,3,,Internet Basics
,Liberty Place of Richmond,Rehabilitation Center,4/25/2025,218 Lake Street,Richmond,KY,40475,-84.27663841,37.74246411,7,,Email Basics
,Liberty Place of Richmond,Rehabilitation Center,4/25/2025,218 Lake Street,Richmond,KY,40475,-84.27663841,37.74246411,7,,Cybersecurity
,Northside Senior Center,Senior Center,4/28/2025,1225 Adams Ave,Odessa,TX,79761,-102.3681792,31.85853635,8,,Computer Basics Windows 10
,Northside Senior Center,Senior Center,4/28/2025,1225 Adams Ave,Odessa,TX,79761,-102.3681792,31.85853635,3,,Cybersecurity
,Northside Senior Center,Senior Center,4/29/2025,1225 Adams Ave,Odessa,TX,79761,-102.3681792,31.85853635,8,,Mobile Device Basics (iOS)
,Northside Senior Center,Senior Center,4/29/2025,1225 Adams Ave,Odessa,TX,79761,-102.3681792,31.85853635,3,,Mobile Device Basics (Android)
,Northside Senior Center,Senior Center,4/29/2025,1225 Adams Ave,Odessa,TX,79761,-102.3681792,31.85853635,6,,Cybersecurity
,Simpatico Cielo Vista Senior Living,Senior Center,4/29/2025,7949 Sunmount Dr.,El Paso,TX,79925,-106.3840653,31.78115684,5,,Computer Basics Windows 10
,Simpatico Cielo Vista Senior Living,Senior Center,4/29/2025,7949 Sunmount Dr.,El Paso,TX,79925,-106.3840653,31.78115684,5,,Mobile Device Basics (Android)
,Strawberry Plains Senior Center,Senior Center,4/29/2025,3311 Oak Avenue,Strawberry Plains,TN,37871,-83.68431596,36.06712501,7,,Cybersecurity
,Strawberry Plains Senior Center,Senior Center,4/29/2025,3311 Oak Avenue,Strawberry Plains,TN,37871,-83.68431596,36.06712501,7,,Internet Basics
,Simpatico Cielo Vista Senior Living,Senior Center,4/30/2025,7949 Sunmount Dr.,El Paso,TX,79925,-106.3840653,31.78115684,5,,Internet Basics
,Simpatico Cielo Vista Senior Living,Senior Center,4/30/2025,7949 Sunmount Dr.,El Paso,TX,79925,-106.3840653,31.78115684,5,,Video Conferencing
,Simpatico Cielo Vista Senior Living,Senior Center,4/30/2025,7949 Sunmount Dr.,El Paso,TX,79925,-106.3840653,31.78115684,2,,Open Lab Workshop
,Virginia Career Works - Piedmont & Culpeper Literacy Council,Workforce Development,6/3/2025,271 Southgate Shopping Center,Culpeper,VA,22701,,,9,CN Hosted Workshops ,Computer Basics Windows 10
,Virginia Career Works - Piedmont & Culpeper Literacy Council,Workforce Development,6/3/2025,271 Southgate Shopping Center,Culpeper,VA,22701,,,9,CN Hosted Workshops ,Internet Basics
,Virginia Career Works - Piedmont & Culpeper Literacy Council,Workforce Development,6/3/2025,271 Southgate Shopping Center,Culpeper,VA,22701,,,9,CN Hosted Workshops ,Email Basics
,Virginia Career Works - Piedmont & Culpeper Literacy Council,Workforce Development,6/5/2025,271 Southgate Shopping Center,Culpeper,VA,22701,,,8,CN Hosted Workshops ,Cybersecurity
,Virginia Career Works - Piedmont & Culpeper Literacy Council,Workforce Development,6/5/2025,271 Southgate Shopping Center,Culpeper,VA,22701,,,5,CN Hosted Workshops ,Video Conferencing
,Virginia Career Works - Piedmont & Culpeper Literacy Council,Workforce Development,6/5/2025,271 Southgate Shopping Center,Culpeper,VA,22701,,,1,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Virginia Career Works - Piedmont & Culpeper Literacy Council,Workforce Development,6/5/2025,271 Southgate Shopping Center,Culpeper,VA,22701,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,Community Literacy Program,Non-Profit,6/10/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,10,CN Hosted Workshops ,Computer Basics Windows 10
,Community Literacy Program,Non-Profit,6/10/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,10,CN Hosted Workshops ,Internet Basics
,Community Literacy Program,Non-Profit,6/10/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Computer Basics Windows 10
,Community Literacy Program,Non-Profit,6/10/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Internet Basics
,Community Literacy Program,Non-Profit,6/17/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,10,CN Hosted Workshops ,Email Basics
,Community Literacy Program,Non-Profit,6/17/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,10,CN Hosted Workshops ,Cybersecurity
,Community Literacy Program,Non-Profit,6/17/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,8,CN Hosted Workshops ,Email Basics
,Community Literacy Program,Non-Profit,6/17/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,8,CN Hosted Workshops ,Cybersecurity
,Highlands Ranch Senior Center,Senior Center,6/26/2025,200 E Highlands Ranch Pkwy,Highlands Ranch,CO,80126,,,20,CN Hosted Workshops ,Cybersecurity
,Highlands Ranch Senior Center,Senior Center,6/26/2025,200 E Highlands Ranch Pkwy,Highlands Ranch,CO,80126,,,14,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Highlands Ranch Senior Center,Senior Center,6/26/2025,200 E Highlands Ranch Pkwy,Highlands Ranch,CO,80126,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Highlands Ranch Senior Center,Senior Center,6/26/2025,200 E Highlands Ranch Pkwy,Highlands Ranch,CO,80126,,,2,CN Hosted Workshops ,Open Lab Workshop
,Community Literacy Program,Non-Profit,7/1/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Video Conferencing
,Community Literacy Program,Non-Profit,7/1/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,6,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Community Literacy Program,Non-Profit,7/1/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Community Literacy Program,Non-Profit,7/1/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,8,CN Hosted Workshops ,Video Conferencing
,Community Literacy Program,Non-Profit,7/1/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,3,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Community Literacy Program,Non-Profit,7/1/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,5,CN Hosted Workshops ,Mobile Device Basics (Android)
,Lexington Senior Center,Senior Center,7/1/2025,195 Life Lane,Lexington,KY,40502,,,25,CN Hosted Workshops ,Cybersecurity
,Heather Gardens,Senior Center,7/7/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,10,CN Hosted Workshops ,Computer Basics Windows 10
,Heather Gardens,Senior Center,7/7/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,10,CN Hosted Workshops ,Internet Basics
,Heather Gardens,Senior Center,7/7/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,7,CN Hosted Workshops ,Computer Basics Windows 10
,Heather Gardens,Senior Center,7/7/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,7,CN Hosted Workshops ,Internet Basics
,Heather Gardens,Senior Center,7/7/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,2,CN Hosted Workshops ,Open Lab Workshop
,Heather Gardens,Senior Center,7/8/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,8,CN Hosted Workshops ,Cybersecurity
,Heather Gardens,Senior Center,7/8/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,9,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Heather Gardens,Senior Center,7/8/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,Heather Gardens,Senior Center,7/8/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,6,CN Hosted Workshops ,Cybersecurity
,Heather Gardens,Senior Center,7/8/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,3,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Heather Gardens,Senior Center,7/8/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,Heather Gardens,Senior Center,7/8/2025,2888 S Heather Gardens Way,Aurora,CO,80014,,,3,CN Hosted Workshops ,Open Lab Workshop
,Grand Senior @ Mountain Family Center,Senior Center,7/9/2025,480 E. Agate Ave.,Granby,CO,80446,,,4,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Grand Senior @ Mountain Family Center,Senior Center,7/9/2025,480 E. Agate Ave.,Granby,CO,80446,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Grand Senior @ Mountain Family Center,Senior Center,7/9/2025,480 E. Agate Ave.,Granby,CO,80446,,,1,CN Hosted Workshops ,Open Lab Workshop
,Grand Senior @ Mountain Family Center,Senior Center,7/10/2025,480 E. Agate Ave.,Granby,CO,80446,,,6,CN Hosted Workshops ,Internet Basics
,Grand Senior @ Mountain Family Center,Senior Center,7/10/2025,480 E. Agate Ave.,Granby,CO,80446,,,6,CN Hosted Workshops ,Cybersecurity
,Hadley Park Regional Community Center,Non - Profit,7/15/2025,1037 28th Avenue North,Nashville,TN,37208,,,10,CN Hosted Workshops ,Internet Basics
,Hadley Park Regional Community Center,Non - Profit,7/15/2025,1037 28th Avenue North,Nashville,TN,37208,,,10,CN Hosted Workshops ,Cybersecurity
,Hadley Park Regional Community Center,Non - Profit,7/15/2025,1037 28th Avenue North,Nashville,TN,37208,,,4,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Hadley Park Regional Community Center,Non - Profit,7/15/2025,1037 28th Avenue North,Nashville,TN,37208,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Midland Senior Citizen Center,Senior Center,7/15/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,12,CN Hosted Workshops ,Computer Basics Windows 10
,Midland Senior Citizen Center,Senior Center,7/15/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,4,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Midland Senior Citizen Center,Senior Center,7/15/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Hometown Senior Center,Senior Center,7/16/2025,40 First Ave. N.,Hometown,WV,25109,,,8,CN Hosted Workshops ,Internet Basics
,Hometown Senior Center,Senior Center,7/16/2025,40 First Ave. N.,Hometown,WV,25109,,,8,CN Hosted Workshops ,Cybersecurity
,Hometown Senior Center,Senior Center,7/16/2025,40 First Ave. N.,Hometown,WV,25109,,,5,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Hometown Senior Center,Senior Center,7/16/2025,40 First Ave. N.,Hometown,WV,25109,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Midland Senior Citizen Center,Senior Center,7/16/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,8,CN Hosted Workshops ,Internet Basics
,Midland Senior Citizen Center,Senior Center,7/16/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,8,CN Hosted Workshops ,Email Basics
,Midland Senior Citizen Center,Senior Center,7/17/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,3,CN Hosted Workshops ,Open Lab Workshop
,Midland Senior Citizen Center,Senior Center,7/17/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,8,CN Hosted Workshops ,Video Conferencing
,Midland Senior Citizen Center,Senior Center,7/17/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Ripley Senior Center,Senior Center,7/17/2025,121 S Ct St.,Ripley,WV,25271,,,31,CN Hosted Workshops ,Internet Basics
,Ripley Senior Center,Senior Center,7/17/2025,121 S Ct St.,Ripley,WV,25271,,,31,CN Hosted Workshops ,Cybersecurity
,Ripley Senior Center,Senior Center,7/17/2025,121 S Ct St.,Ripley,WV,25271,,,25,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Ripley Senior Center,Senior Center,7/17/2025,121 S Ct St.,Ripley,WV,25271,,,6,CN Hosted Workshops ,Mobile Device Basics (Android)
,Presidio Texas Country Club,School Club,7/18/2025,410 Belmont,Presidio,TX,79845,,,4,CN Hosted Workshops ,Computer Basics Windows 10
,Presidio Texas Country Club,School Club,7/18/2025,410 Belmont,Presidio,TX,79845,,,3,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Presidio Texas Country Club,School Club,7/18/2025,410 Belmont,Presidio,TX,79845,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,Presidio Texas Country Club,School Club,7/18/2025,410 Belmont,Presidio,TX,79845,,,2,CN Hosted Workshops ,Video Conferencing
,Presidio Texas Country Club,School Club,7/19/2025,410 Belmont,Presidio,TX,79845,,,4,CN Hosted Workshops ,Internet Basics
,Presidio Texas Country Club,School Club,7/19/2025,410 Belmont,Presidio,TX,79845,,,4,CN Hosted Workshops ,Email Basics
,Presidio Texas Country Club,School Club,7/19/2025,410 Belmont,Presidio,TX,79845,,,4,CN Hosted Workshops ,Cybersecurity
,Mason County Senior and Community Services Center,Senior Center,7/21/2025,1679 Forest Avenue,Maysville,KY,41056,,,13,CN Hosted Workshops ,Internet Basics
,Mason County Senior and Community Services Center,Senior Center,7/21/2025,1679 Forest Avenue,Maysville,KY,41056,,,13,CN Hosted Workshops ,Cybersecurity
,Mason County Senior and Community Services Center,Senior Center,7/21/2025,1679 Forest Avenue,Maysville,KY,41056,,,10,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Mason County Senior and Community Services Center,Senior Center,7/21/2025,1679 Forest Avenue,Maysville,KY,41056,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,The Center at Belvedere,Non-Profit,7/21/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,7,CN Hosted Workshops ,Computer Basics Windows 10
,The Center at Belvedere,Non-Profit,7/21/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,4,CN Hosted Workshops ,Video Conferencing
,The Center at Belvedere,Non-Profit,7/21/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,7,CN Hosted Workshops ,Mobile Device Basics (Android)
,The Center at Belvedere,Non-Profit,7/21/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,5,CN Hosted Workshops ,Mobile Device Basics (iOS)
,The Center at Belvedere,Non-Profit,7/21/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,3,CN Hosted Workshops ,Open Lab Workshop
,Arthur S Kling Community Center,Community Center,7/22/2025,219 W Ormsby Ave.,Louisville,KY,40203,,,8,CN Hosted Workshops ,Internet Basics
,Arthur S Kling Community Center,Community Center,7/22/2025,219 W Ormsby Ave.,Louisville,KY,40203,,,8,CN Hosted Workshops ,Cybersecurity
,Arthur S Kling Community Center,Community Center,7/22/2025,219 W Ormsby Ave.,Louisville,KY,40203,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,The Center at Belvedere,Non-Profit,7/22/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,8,CN Hosted Workshops ,Internet Basics
,The Center at Belvedere,Non-Profit,7/22/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,11,CN Hosted Workshops ,Cybersecurity
,The Center at Belvedere,Non-Profit,7/22/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,4,CN Hosted Workshops ,Email Basics
,The Center at Belvedere,Non-Profit,7/22/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,1,CN Hosted Workshops ,Open Lab Workshop
,Lazarus Project House 1,Housing Shelter,7/23/2025,7812 Ball Camp Rd,Knoxville,TN,37931,,,51,CN Hosted Workshops ,Internet Basics
,Lazarus Project House 1,Housing Shelter,7/23/2025,7812 Ball Camp Rd,Knoxville,TN,37931,,,51,CN Hosted Workshops ,Cybersecurity
,Lazarus Project House 1,Housing Shelter,7/23/2025,7812 Ball Camp Rd,Knoxville,TN,37931,,,42,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lazarus Project House 1,Housing Shelter,7/23/2025,7812 Ball Camp Rd,Knoxville,TN,37931,,,9,CN Hosted Workshops ,Mobile Device Basics (Android)
,Lazarus Project House 2,Housing Shelter,7/23/2025,6505 W Emery Road,Knoxville,TN,37931,,,51,CN Hosted Workshops ,Internet Basics
,Lazarus Project House 2,Housing Shelter,7/23/2025,6505 W Emery Road,Knoxville,TN,37931,,,51,CN Hosted Workshops ,Cybersecurity
,Lazarus Project House 2,Housing Shelter,7/23/2025,6505 W Emery Road,Knoxville,TN,37931,,,40,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lazarus Project House 2,Housing Shelter,7/23/2025,6505 W Emery Road,Knoxville,TN,37931,,,11,CN Hosted Workshops ,Mobile Device Basics (Android)
,Bledsoe County Senior Citizen Center,Senior Center,7/24/2025,148 Frazier St,Pikeville,TN,37367,,,17,CN Hosted Workshops ,Internet Basics
,Bledsoe County Senior Citizen Center,Senior Center,7/24/2025,148 Frazier St,Pikeville,TN,37367,,,17,CN Hosted Workshops ,Cybersecurity
,Bledsoe County Senior Citizen Center,Senior Center,7/24/2025,148 Frazier St,Pikeville,TN,37367,,,17,CN Hosted Workshops ,Mobile Device Basics (iOS)
